Campaign,Event,Latitude,Longitude,Date/Time,Elevation [m],Depth [m],G. aequilateralis [%],G. bulloides [%],G. calida [%],G. cavernula [%],G. conglobatus [%],G. crassaformis [%],S. dehiscens [%],G. digitata [%],N. dutertrei [%],G. falconensis [%],G. glutinata [%],G. hirsuta [%],T. humilis [%],G. inflata [%],G. menardii [%],C. nitida [%],P. obliquiloculata [%],N. pachyderma s [%],P/D int [%],G. quinqueloba s [%],G. quinqueloba d [%],G. quinqueloba [%],G. ruber p [%],G. ruber w [%],G. rubescens [%],G. trilobus tril [%],G. trilobus sac [%],G. scitula [%],G. tenellus [%],G. truncatulinoides s [%],G. truncatulinoides d [%],G. truncatulinoides [%],G. tumida [%],O. universa [%],G. uvula [%],G. mentum [%],P/D int [%],N. pachyderma d [%],Foram plankt oth [%],Foram plankt [#],Sample comment (Author or institute)
M6/5,GIK16773-2,-0.9495,-9.3917,22/01/1988,-4658,0,4.8,4.3,0,0,0,2.1,0.1,0.5,7.9,0,7.1,0,0,1.8,9.1,0,10.4,0,2.1,0,0,0,1.1,24.4,0,15,5.9,0.2,0.2,0.7,0.4,1.1,1,0.8,0,10.1,0,2.1,0,692,Uwe Pflaumann
M6/5,GIK16774-3,-0.0117,-9.96,23/01/1988,-4398,0,5,4.6,0.1,0,0.2,1,0,0,8.2,1.2,8.3,0,0,2,8.8,0,4.1,0,3.3,0,0,0,4.1,24.7,0.4,11.8,7.6,0.6,0.4,0.8,0.2,1,0.8,1.8,0,9.6,0,3.3,0,828,Uwe Pflaumann
M6/5,GIK16775-2,0.9867,-11.1533,24/01/1988,-3730,0,4.8,5.7,0,0,0.2,0.8,0.3,0.1,8.7,0.1,11.8,0,0,2.5,6.7,0,2.9,0.2,2.6,0,0,0,6.2,23.8,1.1,9.7,7.1,0.5,0.9,0.3,0.1,0.4,1.1,1.7,0,7.8,0,2.6,0,1278,Uwe Pflaumann
M6/5,GIK16777-1,3.9283,-10.62,25/01/1988,-3282,0,2.7,2.7,0,0,2.1,0.9,0.4,0.3,10.9,0,2.4,0,0,3.8,10.3,0,2.2,0,0,0,0,0,3.6,24,0,23.1,7,0,0,0,0,0,2.8,0.6,0,13.1,0,0,0,516,Uwe Pflaumann
M6/5,GIK16779-1,4.21,-9.6367,25/01/1988,-2002,0,1.4,1.8,0,0,1.8,0.7,0,0,8.7,0,4.6,0,0,3,3.9,0,2.1,0,0,0,0,0,4.2,30.9,0,28.4,4.6,0,0,0,0,0,2.5,1.1,0,6.4,0,0,0.5,330,Uwe Pflaumann
M6/5,GIK16780-1,4.2983,-9.4983,25/01/1988,-1483,0,4.4,2.6,0.4,0,3,0.5,0.4,0.4,4.2,0,6.2,0,0,4,1.8,0,0.8,0,0,0,0,0,9,32.2,0,22.4,5.7,0.5,0,0,0,0,0.5,0.9,0,2.3,0,0,0.3,473,Uwe Pflaumann
M6/5,GIK16846-1,5.365,1.2867,05/02/1988,-2739,0,4.6,6.2,0.8,0,0,1.3,0,0,12.1,0,5.9,0,0,3.2,1.9,0,0.3,0,0,0,0.5,0.5,19.9,34.1,0.5,3.5,1.6,0.8,0.3,0,0,0,0.3,2.2,0,2.2,0,0,0,372,Uwe Pflaumann
M6/5,GIK16855-1,5.5133,3.7783,07/02/1988,-2173,0,5.3,2.6,0.8,0,0,1.6,0.4,0,14.5,0,2.9,0,0,0.8,8.6,0,1.1,0,0,0,0,0,13.9,19.1,0,20.8,5.3,0.3,0,0,0,0,0.2,1.6,0,8.8,0,0,0.3,438,Uwe Pflaumann
M6/5,GIK16856-1,4.8033,3.4083,07/02/1988,-2860,0,5,2.3,0,0,0,1.8,0,0,16.3,0,1.4,0,0,2.6,6.9,0,0.8,0,0,0,0,0,13.9,31.5,0,12,3.5,0,0,0,0,0,1.8,0.3,0,8.7,0,0,0,492,Uwe Pflaumann
M6/5,GIK16864-1,3.155,6.285,08/02/1988,-1495,0,9,1.4,0,0,0,2.8,0,0,8,0,5.7,0,0,3.3,5.4,0,0.5,0,0,0,0,0,21.3,27.8,0,9.6,2.4,0,0,0,0,0,1.2,1.7,0,6.6,0,0,0,286,Uwe Pflaumann
M6/5,GIK16865-1,2.6718,6.0548,09/02/1988,-2492,0,3,0.6,0,0,0,3.6,0.9,0,20,0,4.9,0,0,4.9,17.9,0,2,0,0,0,0,0,8.4,12.6,0,8.6,6.6,0.6,0,0,3.5,3.5,0,2,0,17.9,0,0,0,462,Uwe Pflaumann
M6/5,GIK16868-2,-0.2283,6.0183,11/02/1988,-1284,0,4,6.9,0.1,0,0.1,3.1,0,0,11.6,0,4.6,0,0,8.3,2.3,0,0.6,0.1,3.8,0,0,0,9.9,29.1,0.1,9,3,1.1,0.7,0.8,0,0.8,0.5,0.5,0,2.8,1.1,2.6,0,995,Uwe Pflaumann
M6/5,GIK16870-1,-0.215,5.9683,11/02/1988,-2469,0,5.1,8.8,0.1,0,0.1,2.7,0.1,0.2,10.3,0.4,5.8,0,0,4,3.2,0,0.6,0,1.6,0,0,0,17.8,21.8,1,7.9,4,1,0.6,0.5,0,0.5,1.1,1.5,0,4.3,0.5,1.1,0,1196,Uwe Pflaumann
M6/5,GIK16871-1,-0.73,6.935,11/02/1988,-2987,0,4.8,3.4,0,0,0,4.8,0.6,1,28.7,0,0.5,0.5,0,13.5,13.3,0,0.3,0,0.2,0,0,0,4.3,9,0,7,3.6,0.5,0,0,0,0,2.7,1.3,0,16,0,0.2,0,470,Uwe Pflaumann
M6/5,GIK16872-1,-0.3467,8.0383,12/02/1988,-2223,0,7.3,8.3,0.5,0,0,3.3,0.3,0.3,12.1,0,1.3,0,0,9.3,5.8,0,1,0,0.3,0,0,0,21.6,19.9,0,3.5,0.8,0,1,0,0,0,1.3,1.8,0,7.1,0,0,0.4,260,Uwe Pflaumann
M6/6,GeoB1009-3,-6.9177,8.9967,21/02/1988,-4074,0,5,1.9,0,0,0.6,3.4,0.3,0,31,0,1.5,0,0,3.4,2.5,0,1.9,0,0.3,0,0,0,14.9,16.7,0,1.2,0,0,0,0,0,0,3.7,10.2,0,6.2,1.6,0.3,1.5,323,Uwe Pflaumann
M6/6,GeoB1017-3,-11.7407,10.5494,25/02/1988,-3809,0,3,2.6,0.2,0,0,4.8,0.2,1.6,21.5,0,4.1,0,0,22.6,14.5,0,0.3,0.4,5,0,0,0,1.6,6.7,0,2.6,0.8,0.2,0,0,0,0,4.2,1.2,0,18.7,1.8,4.9,1.6,901,Uwe Pflaumann
M6/6,GeoB1025-2,-17.165,10.2417,29/02/1988,-3565,0,0.7,21.4,0.2,0,0,3,0,0.7,14.5,0,1.5,0,0,41.9,0.6,0,0.2,0.3,3.1,0,0,0,0.3,0.8,0,0,0,0.8,0,0.1,0,0.1,0.1,8.2,0,0.7,1.6,3,1.5,1144,Uwe Pflaumann
M6/6,GeoB1026-2,-17.1502,8.8966,29/02/1988,-4616,0,1.2,9.9,0,0,0,1.4,0,0.7,13.4,0,0.4,0.1,0,61,0.9,0,0.2,0.2,4.3,0,0,0,0.1,0.2,0,0.8,0.1,0.3,0,0.1,0,0.1,0.1,4.7,0,1,1.3,3,0.1,1718,Uwe Pflaumann
M6/6,GeoB1027-2,-19.6558,9.1377,01/03/1988,-2668,0,1,22.1,0,0,0,1.6,0,0,24.9,0.2,3.3,0,0,27.3,0.7,0,0.1,0.2,4.5,0,0,0,0.1,0.5,0,0.5,0.1,0,0,0.1,0,0.1,0.1,12.7,0,0.8,2,2.5,0,946,Uwe Pflaumann
M6/6,GeoB1028-4,-20.0993,9.1777,02/03/1988,-2215,0,2.3,21.8,0,0,0,0.4,0,0.1,25.1,0.4,2.2,0.1,0,19.5,0.4,0,0,0.4,14.2,0,0,0,0.4,3.9,0,0.3,0.2,0,0.4,0.3,0.2,0.5,0.6,6.3,0,1,4.7,9.7,0.5,763,Uwe Pflaumann
M6/6,GeoB1029-1,-21.0631,8.2288,02/03/1988,-3420,0,3.7,27.9,0.2,0,0,1.7,0,0,28,0.5,5.9,0,0,7.7,0.2,0,0,1.3,12.7,0,0,0,0.3,4.3,0,0.8,0,1.2,0.4,1.5,1,2.5,0,0.7,0,0.2,4.2,8.5,0,1085,Uwe Pflaumann
M6/6,GeoB1030-3,-21.0768,7.7786,03/03/1988,-1326,0,1.9,27.7,0.3,0,0,3,0,0.5,12.9,0,3.2,0,0,14.3,0.1,0,0,0.6,19.2,0,1.1,1.1,0.5,4.7,0.3,0.8,0.1,0.5,1.2,2.9,1,3.9,0.5,2.4,0,0.6,3,16.3,0.2,1158,Uwe Pflaumann
M6/6,GeoB1031-2,-21.883,7.1017,03/03/1988,-3103,0,3,14.1,0.8,0,0.5,2.3,0,0.8,13.6,0.6,4.4,0.8,0,16.4,3.8,0,0,0.6,17,0,0.6,0.6,1.3,5.6,0,1.8,0.5,1,0.9,3.5,1.9,5.4,1.8,2.4,0,5.6,1.2,15.8,0,995,Uwe Pflaumann
M6/6,GeoB1032-2,-22.9133,6.0267,04/03/1988,-2490,0,4.3,8.2,0,0,0,2.7,0.2,1.7,8.6,0.8,6.4,1.3,0,17.1,4.8,0,0.3,0.2,8.9,0,0,0,0,7.5,0.2,6.1,1.3,1.3,3.2,3.7,2,5.7,6.4,2.9,0,11.2,2.2,6.7,0.1,944,Uwe Pflaumann
M6/6,GeoB1033-3,-22.0533,5.535,04/03/1988,-3147,0,3.1,8.5,0.1,0,0.4,1.8,0.2,0.7,8.4,1.5,7.6,1.3,0,19.8,6.4,0,0.1,0.2,7.4,0,0,0,0.4,7.4,0,5.2,2.1,1.9,2.7,5.1,1.7,6.8,2.5,3.5,0,8.9,1.7,5.7,0.1,825,Uwe Pflaumann
M6/6,GeoB1034-2,-21.7167,5.4317,04/03/1988,-3800,0,2.2,11,0.4,0,0,1.8,0.2,0.3,9.6,0.5,5.2,1.2,0,18.6,5.1,0,0.3,0,6.2,0,0.3,0.3,0.9,8.8,0,5.7,1.9,1.4,1.6,7.6,2.4,10,2.9,4,0,8,0.8,5.4,0.1,773,Uwe Pflaumann
M6/6,GeoB1035-3,-21.6017,5.0317,04/03/1988,-4450,0,3,5.5,0.8,0,0,4.1,0.3,0.5,11,1.7,5.4,1.1,0,18.3,10.2,0,0.6,0,4,0,0,0,0.1,6.8,0,6.1,1.6,0.8,0.7,8.4,2.1,10.5,3.9,3.2,0,14.1,1.6,2.4,0,1231,Uwe Pflaumann
M6/6,GeoB1036-3,-21.1867,3.3217,05/03/1988,-5071,0,2,1.1,0.2,0,0,7.6,1.1,0.8,7,0.4,0.4,0.8,0,26,21.4,0,1.9,0,3,0,0,0,0.2,1.5,0,7,0.8,0.4,0,1.3,9.7,11,4.4,1.1,0,25.8,0,3,0,445,Uwe Pflaumann
M6/6,GeoB1039-1,-6.2067,0.875,10/03/1988,-4135,0,5,5.1,0.1,0,0.1,1.6,0.4,0.3,8.3,0.1,11.7,0,0,1.2,5.1,0,2.6,0,1.2,0,0,0,10.2,28.7,0.3,8.4,4.3,0.9,0.3,0,0,0,1.9,2.3,0,7,0.3,0.9,0,774,Uwe Pflaumann
M6/6,GeoB1040-3,-5.545,-1.7733,10/03/1988,-4860,0,2,3.2,0,0,0.1,1.7,1.4,0.7,21.5,0,0.2,0,0,2.7,12.8,0,12.2,0,1.7,0,0,0,0.3,8.8,0,10.9,8.1,0.7,0,0,0,0,8.7,2.3,0,21.6,0,1.7,0,587,Uwe Pflaumann
M6/6,GeoB1041-3,-3.475,-7.6,12/03/1988,-4033,0,3,2.1,0,0,0.1,0.9,0,0.4,7.6,0.1,9.9,0,0,0.9,5.9,0,5.5,0,0.9,0,0,0,4.1,34.4,0,13.7,6.1,0.9,0,0,0,0,1.4,2.3,0,7.3,0.3,0.7,0,888,Uwe Pflaumann
M6/6,GeoB1044-3,0.6217,-9.6833,14/03/1988,-4695,0,4,2.8,0,0,0,2,0.3,0.3,14.9,0.5,2.3,0,0,4.6,15.6,0,9.6,0,1.8,0,0,0,0.5,7.9,0,14.6,11.2,0.8,0,0,0.8,0.8,3,2.5,0,18.7,0,1.8,0,600,Uwe Pflaumann
M6/6,GeoB1046-2,7.3433,-20.4717,17/03/1988,-3914,0,10.1,4.9,0.5,0,0.4,1.4,0,0.6,8,0,4.2,0,0,0.9,2.5,0,0.9,0,1.2,0,0,0,1.8,26.3,0,19.2,10.9,1,1.2,0.4,0,0.4,1.1,2.5,0,3.6,0.5,0.7,0.1,832,Uwe Pflaumann
M6/6,GeoB1047-3,9.9667,-22.3583,18/03/1988,-4377,0,5,3.6,0,0,0.3,0.9,0.1,1.1,9.8,0,6.3,0,0,1.3,5.9,0.1,1.2,0,2.7,0,0,0,1.6,28.8,0,16.1,9.8,0.6,0,0.1,0,0.1,2.5,2.5,0,8.4,0.7,2,0,836,Uwe Pflaumann
M65,GIK16401-2,14.79,-20.51,09/07/1983,-4061,0,2,6.8,0,0,0,1.5,0.2,0,8.3,0,8.3,0,0,12.7,22,0.2,1.2,0,2.7,0,0,0,0.1,15.8,0.5,11.5,0,1.5,0.5,0,0,0,1.7,2.4,0,23.7,0,2.7,0.1,355,Uwe Pflaumann
M65,GIK16402-1,14.4167,-20.5667,11/07/1983,-4203,0,4,3.9,0,0,0.2,2,0.3,0.9,16.9,0,0.6,0,0,14.3,21.9,0,1.1,0,7.8,0,0,0,0,9.8,0,10.6,0,0.6,0,0,0,0,2.7,2.3,0,24.6,0,7.8,0.1,447,Uwe Pflaumann
M65,GIK16403-1,14.376,-20.5668,12/07/1983,-4234,0,2,3.4,0,0,0,1.4,0.2,0,14.1,0,2.7,0,0,12.7,28.6,0,1.4,0,5.4,0,0,0,1.5,12.9,0,4.4,3.6,0,0.3,0.7,0,0.7,4.2,0.5,0,32.8,0,5.4,0,421,Uwe Pflaumann
M65,GIK16407-1,9.04,-21.96,20/07/1983,-4586,0,2,1.7,0.8,0,0,1.4,0.8,0.8,20.4,0,0.6,0,0,0.6,12.7,0,3,0.3,3,0,0,0,0.5,12.2,0,25.1,8,0.6,0,0,0,0,3.9,1.7,0,16.6,0,3,0,363,Uwe Pflaumann
M65,GIK16408-2,9.0133,-21.4567,21/07/1983,-4239,0,4,5.8,0.2,0,0.2,0.9,0,0.5,9.9,0,2.8,0,0,1.6,4.5,0.2,1.5,0,2.5,0,0,0,2.3,26.2,0,25.2,8.9,0.5,0.2,0,0,0,0.3,1.7,0,4.8,0.2,2.3,0.1,510,Uwe Pflaumann
M65,GIK16410-1,8.91,-20.85,22/07/1983,-3969,0,4.9,3.7,0,0,0.1,1,0.1,0.5,9.8,0,3.2,0,0,0.6,5.7,0,2.1,0,2.2,0,0,0,0,29.9,0,32.8,0.1,0.4,0.1,0,0.1,0.1,0.8,1.7,0,6.5,0,2.9,0.1,612,Uwe Pflaumann
M65,GIK16411-1,9.5133,-19.8933,23/07/1983,-4622,0,4.1,7.2,0,0,0.6,1.9,0.2,0.4,25.4,0,0.4,0,0,1.5,9.3,0,3,0,9.3,0,0,0,0,11.9,0,17.3,0,0.7,0,0,0.9,0.9,4.1,1.5,0,13.4,0,8.9,0.4,357,Uwe Pflaumann
M65,GIK16412-1,9.56,-19.8433,23/07/1983,-4607,0,3,3.4,1.3,0,0.4,2.2,0.4,2.3,21.3,0,0,0,0,2.7,13.7,0,1.3,0,6.3,0,0,0,0,9,0,26.4,0.1,0.4,0,0,0.4,0.4,3.8,1.8,0,17.5,0,6.3,0,470,Uwe Pflaumann
M65,GIK16413-1,10.0183,-19.3033,24/07/1983,-4397,0,1,1.4,0,0,1,3.5,0.3,0,35.5,0,0,0,0,3.8,21.6,0,1,0,2.1,0,0,0,0,6.3,0,12.5,0,0.7,0,0,0.3,0.3,8.4,0.3,0,30,0,2.1,0.3,261,Uwe Pflaumann
M65,GIK16415-1,9.5667,-19.1067,25/07/1983,-3841,0,3.3,6.2,0.4,0,0.2,0.7,0,0.6,16.9,0,3,0,0,0.8,9.2,0,1.9,0,2.6,0,0.1,0.1,0,22.3,0,25.1,0.1,0.4,0.1,0,1,1,2.4,2.1,0,11.6,0,2.6,0.6,472,Uwe Pflaumann
M65,GIK16416-1,9.865,-19.3983,26/07/1983,-4336,0,1.5,1.1,0,0,1.1,2.4,0.4,0.4,31.8,0,0.2,0,0,1.3,21.1,0,2,0,4.6,0,0,0,0,6.4,0,19.2,0.1,0,0,0,0.2,0.2,4.6,1.1,0,25.7,0,4.7,0.4,324,Uwe Pflaumann
M65,GIK16417-1,10.0683,-19.7267,27/07/1983,-4627,0,1.8,2.8,0,0,0.3,3,0.9,0.3,30.5,0,0.3,0,0,2.8,20,0,2.2,0,2.1,0,0,0,0,5.5,0,21.9,0,0,0,0,0,0,4.8,0.6,0,24.8,0,2.1,0,318,Uwe Pflaumann
M65,GIK16419-1,9.8917,-16.74,04/08/1983,-312,0,3.7,11.8,0.2,0,0,2.4,0,0.4,9.6,0,3.6,0,0,1.4,4.7,0,0.3,0,2.8,0,0,0,0.1,39.9,0,16.9,0,0.2,0.8,0,0.2,0.2,0.2,0.7,0,4.9,0,2.8,0,575,Uwe Pflaumann
M65,GIK16420-1,9.9283,-17.5333,04/08/1983,-806,0,1.8,12.2,0,0,0,0.5,0,0,11.4,0,4,0,0,4,2.8,0,0,0,5.9,0,0.7,0.7,0.1,37.8,0,16,0,1.3,0.7,0,0.4,0.4,0.2,0.2,0,3,0,5.9,0,275,Uwe Pflaumann
M65,GIK16421-1,9.9217,-17.8683,04/08/1983,-1556,0,2.8,4,0.7,0,0,2.8,0.3,0,9.8,0,2.6,0,0,1.3,13.2,0,0.2,0,3.8,0,0,0,0,28.1,0,22.9,0.1,1.3,0,0,0.3,0.3,2.3,2.6,0,15.5,0,3.8,0.7,380,Uwe Pflaumann
M65,GIK16430-2,5.617,-19.983,14/08/1983,-2811,0,3.1,1.4,0,0,0.7,0.9,0,0.3,9.5,0,2.4,0.3,0,0.4,3.5,0,1.1,0,1.1,0,0,0,0,30.8,0.2,40,0.1,0.1,0.8,0,0.1,0.1,1.2,2,0,4.7,0,1.1,0.1,556,Uwe Pflaumann
M65,GIK16432-2,3.0217,-22.0217,15/08/1983,-4520,0,5,2.3,0,0,0.5,0.2,0.3,0.2,6.1,0.2,5.1,0,0,0.2,5.7,0,3,0,0.2,0,0,0,0,30.1,0,34.2,0.1,0.2,0.5,0,0.5,0.5,4.3,1.1,0,10,0,0.2,0,644,Uwe Pflaumann
M65,GIK16437-3,16.933,-17.933,21/08/1983,-2766,0,0.7,17.3,0,0,0,0.6,0,1.7,15.8,0,2.9,0,0,26,9.6,0,0.6,0,11.9,0,0,0,0,4.8,0,2.8,0,0.7,0.9,0,0,0,2.3,1.3,0,11.9,0,11.9,0,330,Uwe Pflaumann
M7/3,GIK23266-1,71.9983,7.4783,26/07/1988,-2773,0,0,5.7,0,0,0,0,0,0,1.4,0,0,0,0.1,0,0,0,0,47.4,6.8,0,38.5,38.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,578,Uwe Pflaumann
M7/3,GIK23267-2,72.0037,4.9945,26/07/1988,-2974,0,0,2,0,0,0,0,0,0,0.3,0,0.7,0,0,0,0,0,0,61,13,0,23,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,435,Uwe Pflaumann
M7/3,GIK23269-2,71.4508,0.6617,27/07/1988,-2877,0,0,2,0,0,0,0,0,0,0,0,0.8,0,0,0,0,0,0,66.2,12,0,18.9,18.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,390,Uwe Pflaumann
M7/3,GIK23270-2,73.1648,-0.8198,28/07/1988,-2768,0,0,2.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97.1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,550,Uwe Pflaumann
M7/3,GIK23277-1,72.035,-0.6267,31/07/1988,-2694,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95.8,0.2,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,420,Uwe Pflaumann
M7/3,GIK23279-1,72.0587,-0.2333,31/07/1988,-3117,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98.3,0.4,0,1.1,1.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,332,Uwe Pflaumann
M7/3,GIK23289-2,72.3773,1.8183,03/08/1988,-3309,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89.3,1,0,9.7,9.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,983,Uwe Pflaumann
M7/3,GIK23291-1,72.3922,1.4897,03/08/1988,-3177,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88.2,0.5,0,11.1,11.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,405,Uwe Pflaumann
M7/3,GIK23293-1,72.6228,-6.5478,04/08/1988,-2572,0,0,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98.2,0.7,0.3,0.5,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7,0,873,Uwe Pflaumann
M7/3,GIK23294-3,72.3797,-10.5923,05/08/1988,-2224,0,0,0.7,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,95.4,1.1,0,2.7,2.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,426,Uwe Pflaumann
M7/3,GIK23295-2,71.1783,-5.7052,06/08/1988,-666,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98.7,0.7,0,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,528,Uwe Pflaumann
M7/3,GIK23295-4,71.1352,-5.9877,06/08/1988,-1553,0,0,1.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92.4,2,0,3.7,3.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,361,Uwe Pflaumann
M7/3,GIK23297-1,70.0118,0.0817,08/08/1988,-3295,0,0,2.1,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,41.9,10.9,0,44.6,44.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,618,Uwe Pflaumann
M7/3,GIK23298-2,68.3327,1.4977,08/08/1988,-2755,0,0,3.9,0,0,0,0,0,0.2,0,0.2,1.2,0,0,0.1,0,0,0,48,21.4,0,24.9,24.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,462,Uwe Pflaumann
M7/3,GIK23300-2,67.66,5.485,25/07/1988,-1434,0,0,10.6,0,0,0,0,0,0,0.8,0,2.2,0,0,0,0,0,0,37.8,35.4,0,13.1,13.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,331,Uwe Pflaumann
M7/3,GIK23309-1,67.655,5.474,25/07/1988,-1423,0,0,9.6,0,0,0,0,0,0,0.3,0,1.1,0,0,0.1,0,0,0,39.2,31.6,0,18.1,18.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.1,30.4,0,625,Uwe Pflaumann
M7/4,GIK23312-2,66.935,7.443,17/08/1988,-974,0,0,3.2,0,0,0,0,0,0,0,0,1.7,0,0,0.3,0,0,0,19.9,60.8,0,13.8,13.8,0,0,0.1,0,0,0,0,0,0,0,0,0.1,0,0,0,58.2,0.1,328,Uwe Pflaumann
M7/4,GIK23313-2,67.01,7.465,17/08/1988,-961,0,0,5.7,0,0,0,0,0,0,0.1,0,1.9,0,0,3.5,0,0,0,34.9,51.4,0,2.5,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50.2,0,294,Uwe Pflaumann
M7/4,GIK23316-3,67.6517,5.472,17/08/1988,-1424,0,0,9.2,0,0,0,0,0,0,0,0,0.5,0,0,0.1,0,0,0,40.2,36.3,0,13.6,13.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.7,34.5,0.1,704,Uwe Pflaumann
M7/4,GIK23332-4,67.6983,3.423,17/08/1988,-1261,0,0,3.8,0,0,0,0,0,0,0,0,0.8,0,0,0,0,0,0,47.1,37,6.2,5.2,11.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0,707,Uwe Pflaumann
M7/4,GIK23335-4,67.6717,5.8367,17/08/1988,-1400,0,0,6.4,0,0,0,0,0,0,0,0,1.2,0,0,0.3,0,0,0,35.6,40.6,8.5,7.2,15.6,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,40.6,0.1,726,Uwe Pflaumann
M7/5,GIK23341-3,70.9517,-5.545,09/09/1988,-1705,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97.4,1,0.6,1,1.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,879,Uwe Pflaumann
M7/5,GIK23342-3,71.6317,-8.4133,10/09/1988,-1907,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99.7,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0,1038,Uwe Pflaumann
M7/5,GIK23343-4,72.2133,-12.1,11/09/1988,-2353,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99.6,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0,1103,Uwe Pflaumann
M7/5,GIK23344-3,71.735,-15.58,12/09/1988,-1054,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99.6,0.3,0.1,0.1,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0,613,Uwe Pflaumann
M7/5,GIK23347-4,70.4383,-16.0817,14/09/1988,-1239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98.7,0.8,0,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8,0,508,Uwe Pflaumann
M7/5,GIK23352-2,70.0083,-12.425,16/09/1988,-1773,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99.2,0.4,0,0.4,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0,907,Uwe Pflaumann
M7/5,GIK23353-2,70.57,-12.7233,17/09/1988,-1366,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97.5,1.3,0.6,0.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.3,0,1244,Uwe Pflaumann
M7/5,GIK23354-4,70.3183,-10.63,18/09/1988,-1704,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99.1,0.7,0.2,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7,0,930,Uwe Pflaumann
M7/5,GIK23359-2,65.5317,-4.145,21/09/1988,-2750,0,0,1.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49.9,4.1,28.1,16.7,44.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.1,0.1,1119,Uwe Pflaumann
M8,M8_016-1,33.8583,-9.7283,24/01/1967,-4347,0,0.9,40.3,0,0,0,0,0,0,2.1,0,6.8,2.1,0.6,0,0,0,0,0,11,0,1.5,1.5,0.9,22,0,4,0,1.8,0,0,4,4,0,0.3,0,0,0,0,2.2,320,"Jörn Thiede, AWI"
M8,M8_018-3,33.62,-9.4083,25/01/1967,-1854,0,0.5,28.9,0,0,0,0,0,0,0.7,0,4.9,2.8,0.2,0,0,0,0,0,13.6,0,0.2,0.2,1.3,28.3,0,5.2,0.7,2.8,0,0,7.4,7.4,0,1.3,0,0,0,0,1.3,383,"Jörn Thiede, AWI"
